sigma,filename,beam_width,heuristic,length,time_s,feasible
sigma-2,mglcs_10_100_2_7.txt,2000,h3,4,0.0108,True
sigma-2,mglcs_10_100_2_7.txt,2000,h4,4,0.0108,True
sigma-2,mglcs_10_100_2_7.txt,2000,h5,4,0.0123,True
sigma-2,mglcs_10_100_2_7.txt,2000,h6,4,0.0078,True
sigma-2,mglcs_10_100_2_7.txt,2000,h7,4,0.0107,True
sigma-2,mglcs_10_100_2_7.txt,2000,h8,4,0.0539,True
sigma-2,mglcs_10_100_2_8.txt,2000,h1,3,0.0078,True
sigma-2,mglcs_10_100_2_8.txt,2000,h2,3,0.0097,True
sigma-2,mglcs_10_100_2_8.txt,2000,h3,3,0.0085,True
sigma-2,mglcs_10_100_2_8.txt,2000,h4,3,0.0075,True
sigma-2,mglcs_10_100_2_8.txt,2000,h5,3,0.0118,True
sigma-2,mglcs_10_100_2_8.txt,2000,h6,3,0.0073,True
sigma-2,mglcs_10_100_2_8.txt,2000,h7,3,0.0084,True
sigma-2,mglcs_10_100_2_8.txt,2000,h8,3,0.0557,True
sigma-2,mglcs_10_100_2_9.txt,2000,h1,4,0.0077,True
sigma-2,mglcs_10_100_2_9.txt,2000,h2,4,0.0074,True
sigma-2,mglcs_10_100_2_9.txt,2000,h3,4,0.0074,True
sigma-2,mglcs_10_100_2_9.txt,2000,h4,4,0.0087,True
sigma-2,mglcs_10_100_2_9.txt,2000,h5,4,0.0108,True
sigma-2,mglcs_10_100_2_9.txt,2000,h6,4,0.0071,True
sigma-2,mglcs_10_100_2_9.txt,2000,h7,4,0.0074,True
sigma-2,mglcs_10_100_2_9.txt,2000,h8,4,0.0487,True
sigma-2,mglcs_10_200_2_0.txt,2000,h1,6,0.0274,True
sigma-2,mglcs_10_200_2_0.txt,2000,h2,4,0.0264,True
sigma-2,mglcs_10_200_2_0.txt,2000,h3,6,0.0265,True
sigma-2,mglcs_10_200_2_0.txt,2000,h4,4,0.0323,True
sigma-2,mglcs_10_200_2_0.txt,2000,h5,4,0.0434,True
sigma-2,mglcs_10_200_2_0.txt,2000,h6,4,0.0296,True
sigma-2,mglcs_10_200_2_0.txt,2000,h7,4,0.0303,True
sigma-2,mglcs_10_200_2_0.txt,2000,h8,4,0.3001,True
sigma-2,mglcs_10_200_2_1.txt,2000,h1,4,0.0295,True
sigma-2,mglcs_10_200_2_1.txt,2000,h2,5,0.0269,True
sigma-2,mglcs_10_200_2_1.txt,2000,h3,4,0.0273,True
sigma-2,mglcs_10_200_2_1.txt,2000,h4,4,0.0334,True
sigma-2,mglcs_10_200_2_1.txt,2000,h5,4,0.0500,True
sigma-2,mglcs_10_200_2_1.txt,2000,h6,4,0.0334,True
sigma-2,mglcs_10_200_2_1.txt,2000,h7,5,0.0274,True
sigma-2,mglcs_10_200_2_1.txt,2000,h8,4,0.3042,True
sigma-2,mglcs_10_200_2_2.txt,2000,h1,6,0.0302,True
sigma-2,mglcs_10_200_2_2.txt,2000,h2,5,0.0291,True
sigma-2,mglcs_10_200_2_2.txt,2000,h3,6,0.0299,True
sigma-2,mglcs_10_200_2_2.txt,2000,h4,4,0.0325,True
sigma-2,mglcs_10_200_2_2.txt,2000,h5,5,0.0337,True
sigma-2,mglcs_10_200_2_2.txt,2000,h6,6,0.0245,True
sigma-2,mglcs_10_200_2_2.txt,2000,h7,5,0.0245,True
sigma-2,mglcs_10_200_2_2.txt,2000,h8,5,0.2411,True
sigma-2,mglcs_10_200_2_3.txt,2000,h1,4,0.0239,True
sigma-2,mglcs_10_200_2_3.txt,2000,h2,5,0.0251,True
sigma-2,mglcs_10_200_2_3.txt,2000,h3,4,0.0247,True
sigma-2,mglcs_10_200_2_3.txt,2000,h4,4,0.0260,True
sigma-2,mglcs_10_200_2_3.txt,2000,h5,4,0.0360,True
sigma-2,mglcs_10_200_2_3.txt,2000,h6,4,0.0282,True
sigma-2,mglcs_10_200_2_3.txt,2000,h7,5,0.0268,True
sigma-2,mglcs_10_200_2_3.txt,2000,h8,4,0.2958,True
sigma-2,mglcs_10_200_2_4.txt,2000,h1,6,0.0256,True
sigma-2,mglcs_10_200_2_4.txt,2000,h2,6,0.0281,True
sigma-2,mglcs_10_200_2_4.txt,2000,h3,6,0.0265,True
sigma-2,mglcs_10_200_2_4.txt,2000,h4,6,0.0272,True
sigma-2,mglcs_10_200_2_4.txt,2000,h5,6,0.0358,True
sigma-2,mglcs_10_200_2_4.txt,2000,h6,6,0.0269,True
sigma-2,mglcs_10_200_2_4.txt,2000,h7,6,0.0272,True
sigma-2,mglcs_10_200_2_4.txt,2000,h8,6,0.2352,True
sigma-2,mglcs_10_200_2_5.txt,2000,h1,7,0.0242,True
sigma-2,mglcs_10_200_2_5.txt,2000,h2,7,0.0271,True
sigma-2,mglcs_10_200_2_5.txt,2000,h3,7,0.0262,True
sigma-2,mglcs_10_200_2_5.txt,2000,h4,7,0.0268,True
sigma-2,mglcs_10_200_2_5.txt,2000,h5,5,0.0375,True
sigma-2,mglcs_10_200_2_5.txt,2000,h6,7,0.0241,True
sigma-2,mglcs_10_200_2_5.txt,2000,h7,7,0.0250,True
sigma-2,mglcs_10_200_2_5.txt,2000,h8,7,0.3105,True
sigma-2,mglcs_10_200_2_6.txt,2000,h1,9,0.0389,True
sigma-2,mglcs_10_200_2_6.txt,2000,h2,9,0.0267,True
sigma-2,mglcs_10_200_2_6.txt,2000,h3,9,0.0306,True
sigma-2,mglcs_10_200_2_6.txt,2000,h4,9,0.0326,True
sigma-2,mglcs_10_200_2_6.txt,2000,h5,7,0.0391,True
sigma-2,mglcs_10_200_2_6.txt,2000,h6,7,0.0319,True
sigma-2,mglcs_10_200_2_6.txt,2000,h7,9,0.0339,True
sigma-2,mglcs_10_200_2_6.txt,2000,h8,7,0.2110,True
sigma-2,mglcs_10_200_2_7.txt,2000,h1,5,0.0259,True
sigma-2,mglcs_10_200_2_7.txt,2000,h2,4,0.0267,True
sigma-2,mglcs_10_200_2_7.txt,2000,h3,5,0.0325,True
sigma-2,mglcs_10_200_2_7.txt,2000,h4,5,0.0390,True
sigma-2,mglcs_10_200_2_7.txt,2000,h5,4,0.0533,True
sigma-2,mglcs_10_200_2_7.txt,2000,h6,8,0.0516,True
sigma-2,mglcs_10_200_2_7.txt,2000,h7,8,0.0447,True
sigma-2,mglcs_10_200_2_7.txt,2000,h8,4,0.3736,True
sigma-2,mglcs_10_200_2_8.txt,2000,h1,5,0.0306,True
sigma-2,mglcs_10_200_2_8.txt,2000,h2,7,0.0271,True
sigma-2,mglcs_10_200_2_8.txt,2000,h3,5,0.0291,True
sigma-2,mglcs_10_200_2_8.txt,2000,h4,5,0.0311,True
sigma-2,mglcs_10_200_2_8.txt,2000,h5,5,0.0384,True
sigma-2,mglcs_10_200_2_8.txt,2000,h6,5,0.0314,True
sigma-2,mglcs_10_200_2_8.txt,2000,h7,7,0.0282,True
sigma-2,mglcs_10_200_2_8.txt,2000,h8,7,0.3529,True
sigma-2,mglcs_10_200_2_9.txt,2000,h1,4,0.0562,True
sigma-2,mglcs_10_200_2_9.txt,2000,h2,6,0.0538,True
sigma-2,mglcs_10_200_2_9.txt,2000,h3,4,0.0538,True
sigma-2,mglcs_10_200_2_9.txt,2000,h4,4,0.0546,True
sigma-2,mglcs_10_200_2_9.txt,2000,h5,4,0.0695,True
sigma-2,mglcs_10_200_2_9.txt,2000,h6,4,0.0347,True
sigma-2,mglcs_10_200_2_9.txt,2000,h7,6,0.0306,True
sigma-2,mglcs_10_200_2_9.txt,2000,h8,4,0.4033,True
sigma-2,mglcs_10_50_2_0.txt,2000,h1,4,0.0025,True
sigma-2,mglcs_10_50_2_0.txt,2000,h2,4,0.0024,True
sigma-2,mglcs_10_50_2_0.txt,2000,h3,4,0.0021,True
sigma-2,mglcs_10_50_2_0.txt,2000,h4,4,0.0036,True
sigma-2,mglcs_10_50_2_0.txt,2000,h5,4,0.0067,True
sigma-2,mglcs_10_50_2_0.txt,2000,h6,4,0.0055,True
sigma-2,mglcs_10_50_2_0.txt,2000,h7,4,0.0049,True
sigma-2,mglcs_10_50_2_0.txt,2000,h8,4,0.0191,True
sigma-2,mglcs_10_50_2_1.txt,2000,h1,3,0.0075,True
sigma-2,mglcs_10_50_2_1.txt,2000,h2,3,0.0052,True
sigma-2,mglcs_10_50_2_1.txt,2000,h3,3,0.0037,True
sigma-2,mglcs_10_50_2_1.txt,2000,h4,3,0.0036,True
sigma-2,mglcs_10_50_2_1.txt,2000,h5,3,0.0049,True
sigma-2,mglcs_10_50_2_1.txt,2000,h6,3,0.0024,True
sigma-2,mglcs_10_50_2_1.txt,2000,h7,3,0.0036,True
sigma-2,mglcs_10_50_2_1.txt,2000,h8,3,0.0098,True
sigma-2,mglcs_10_50_2_2.txt,2000,h1,3,0.0030,True
sigma-2,mglcs_10_50_2_2.txt,2000,h2,3,0.0043,True
sigma-2,mglcs_10_50_2_2.txt,2000,h3,3,0.0039,True
sigma-2,mglcs_10_50_2_2.txt,2000,h4,3,0.0031,True
sigma-2,mglcs_10_50_2_2.txt,2000,h5,3,0.0037,True
sigma-2,mglcs_10_50_2_2.txt,2000,h6,3,0.0042,True
sigma-2,mglcs_10_50_2_2.txt,2000,h7,3,0.0055,True
sigma-2,mglcs_10_50_2_2.txt,2000,h8,3,0.0144,True
sigma-2,mglcs_10_50_2_3.txt,2000,h1,6,0.0062,True
sigma-2,mglcs_10_50_2_3.txt,2000,h2,6,0.0058,True
sigma-2,mglcs_10_50_2_3.txt,2000,h3,6,0.0050,True
sigma-2,mglcs_10_50_2_3.txt,2000,h4,6,0.0039,True
sigma-2,mglcs_10_50_2_3.txt,2000,h5,6,0.0042,True
sigma-2,mglcs_10_50_2_3.txt,2000,h6,6,0.0039,True
sigma-2,mglcs_10_50_2_3.txt,2000,h7,6,0.0040,True
sigma-2,mglcs_10_50_2_3.txt,2000,h8,6,0.0093,True
sigma-2,mglcs_10_50_2_4.txt,2000,h1,3,0.0036,True
sigma-2,mglcs_10_50_2_4.txt,2000,h2,3,0.0038,True
sigma-2,mglcs_10_50_2_4.txt,2000,h3,3,0.0049,True
sigma-2,mglcs_10_50_2_4.txt,2000,h4,3,0.0046,True
sigma-2,mglcs_10_50_2_4.txt,2000,h5,3,0.0082,True
sigma-2,mglcs_10_50_2_4.txt,2000,h6,3,0.0047,True
sigma-2,mglcs_10_50_2_4.txt,2000,h7,3,0.0047,True
sigma-2,mglcs_10_50_2_4.txt,2000,h8,3,0.0184,True
sigma-2,mglcs_10_50_2_5.txt,2000,h1,4,0.0052,True
sigma-2,mglcs_10_50_2_5.txt,2000,h2,5,0.0047,True
sigma-2,mglcs_10_50_2_5.txt,2000,h3,4,0.0052,True
sigma-2,mglcs_10_50_2_5.txt,2000,h4,4,0.0063,True
sigma-2,mglcs_10_50_2_5.txt,2000,h5,4,0.0084,True
sigma-2,mglcs_10_50_2_5.txt,2000,h6,4,0.0046,True
sigma-2,mglcs_10_50_2_5.txt,2000,h7,5,0.0045,True
sigma-2,mglcs_10_50_2_5.txt,2000,h8,5,0.0184,True
sigma-2,mglcs_10_50_2_6.txt,2000,h1,4,0.0058,True
sigma-2,mglcs_10_50_2_6.txt,2000,h2,4,0.0042,True
sigma-2,mglcs_10_50_2_6.txt,2000,h3,4,0.0035,True
sigma-2,mglcs_10_50_2_6.txt,2000,h4,4,0.0034,True
sigma-2,mglcs_10_50_2_6.txt,2000,h5,4,0.0040,True
sigma-2,mglcs_10_50_2_6.txt,2000,h6,4,0.0030,True
sigma-2,mglcs_10_50_2_6.txt,2000,h7,4,0.0028,True
sigma-2,mglcs_10_50_2_6.txt,2000,h8,4,0.0087,True
sigma-2,mglcs_10_50_2_7.txt,2000,h1,3,0.0035,True
sigma-2,mglcs_10_50_2_7.txt,2000,h2,3,0.0031,True
sigma-2,mglcs_10_50_2_7.txt,2000,h3,3,0.0034,True
sigma-2,mglcs_10_50_2_7.txt,2000,h4,3,0.0038,True
sigma-2,mglcs_10_50_2_7.txt,2000,h5,3,0.0040,True
sigma-2,mglcs_10_50_2_7.txt,2000,h6,3,0.0031,True
sigma-2,mglcs_10_50_2_7.txt,2000,h7,3,0.0049,True
sigma-2,mglcs_10_50_2_7.txt,2000,h8,3,0.0101,True
sigma-2,mglcs_10_50_2_8.txt,2000,h1,3,0.0033,True
sigma-2,mglcs_10_50_2_8.txt,2000,h2,3,0.0026,True
sigma-2,mglcs_10_50_2_8.txt,2000,h3,3,0.0023,True
sigma-2,mglcs_10_50_2_8.txt,2000,h4,3,0.0026,True
sigma-2,mglcs_10_50_2_8.txt,2000,h5,3,0.0034,True
sigma-2,mglcs_10_50_2_8.txt,2000,h6,3,0.0035,True
sigma-2,mglcs_10_50_2_8.txt,2000,h7,3,0.0036,True
sigma-2,mglcs_10_50_2_8.txt,2000,h8,3,0.0121,True
sigma-2,mglcs_10_50_2_9.txt,2000,h1,5,0.0031,True
sigma-2,mglcs_10_50_2_9.txt,2000,h2,5,0.0046,True
sigma-2,mglcs_10_50_2_9.txt,2000,h3,5,0.0026,True
sigma-2,mglcs_10_50_2_9.txt,2000,h4,5,0.0023,True
sigma-2,mglcs_10_50_2_9.txt,2000,h5,5,0.0051,True
sigma-2,mglcs_10_50_2_9.txt,2000,h6,5,0.0024,True
sigma-2,mglcs_10_50_2_9.txt,2000,h7,5,0.0031,True
sigma-2,mglcs_10_50_2_9.txt,2000,h8,5,0.0088,True
sigma-2,mglcs_2_100_2_0.txt,2000,h1,69,1.4432,True
sigma-2,mglcs_2_100_2_0.txt,2000,h2,71,2.0919,True
sigma-2,mglcs_2_100_2_0.txt,2000,h3,66,1.4967,True
sigma-2,mglcs_2_100_2_0.txt,2000,h4,63,1.3071,True
sigma-2,mglcs_2_100_2_0.txt,2000,h5,71,2.1243,True
sigma-2,mglcs_2_100_2_0.txt,2000,h6,69,1.3289,True
sigma-2,mglcs_2_100_2_0.txt,2000,h7,71,1.4614,True
sigma-2,mglcs_2_100_2_0.txt,2000,h8,65,1.3638,True
sigma-2,mglcs_2_100_2_1.txt,2000,h1,33,0.0306,True
sigma-2,mglcs_2_100_2_1.txt,2000,h2,33,0.0598,True
sigma-2,mglcs_2_100_2_1.txt,2000,h3,33,0.0604,True
sigma-2,mglcs_2_100_2_1.txt,2000,h4,33,0.0525,True
sigma-2,mglcs_2_100_2_1.txt,2000,h5,33,0.0729,True
sigma-2,mglcs_2_100_2_1.txt,2000,h6,33,0.0380,True
sigma-2,mglcs_2_100_2_1.txt,2000,h7,33,0.0409,True
sigma-2,mglcs_2_100_2_1.txt,2000,h8,33,0.0431,True
sigma-2,mglcs_2_100_2_2.txt,2000,h1,69,0.4110,True
sigma-2,mglcs_2_100_2_2.txt,2000,h2,70,0.4142,True
sigma-2,mglcs_2_100_2_2.txt,2000,h3,70,0.4080,True
sigma-2,mglcs_2_100_2_2.txt,2000,h4,70,0.3861,True
sigma-2,mglcs_2_100_2_2.txt,2000,h5,70,0.8915,True
sigma-2,mglcs_2_100_2_2.txt,2000,h6,69,0.5307,True
sigma-2,mglcs_2_100_2_2.txt,2000,h7,70,0.5102,True
sigma-2,mglcs_2_100_2_2.txt,2000,h8,69,0.4737,True
sigma-2,mglcs_2_100_2_3.txt,2000,h1,74,0.8504,True
sigma-2,mglcs_2_100_2_3.txt,2000,h2,78,1.1887,True
sigma-2,mglcs_2_100_2_3.txt,2000,h3,72,0.8948,True
sigma-2,mglcs_2_100_2_3.txt,2000,h4,70,0.7415,True
sigma-2,mglcs_2_100_2_3.txt,2000,h5,78,1.6641,True
sigma-2,mglcs_2_100_2_3.txt,2000,h6,75,1.0657,True
sigma-2,mglcs_2_100_2_3.txt,2000,h7,78,1.1593,True
sigma-2,mglcs_2_100_2_3.txt,2000,h8,67,0.8416,True
sigma-2,mglcs_2_100_2_4.txt,2000,h1,49,0.4914,True
sigma-2,mglcs_2_100_2_4.txt,2000,h2,52,0.6964,True
sigma-2,mglcs_2_100_2_4.txt,2000,h3,52,0.5344,True
sigma-2,mglcs_2_100_2_4.txt,2000,h4,48,0.5421,True
sigma-2,mglcs_2_100_2_4.txt,2000,h5,52,1.0494,True
sigma-2,mglcs_2_100_2_4.txt,2000,h6,51,0.6029,True
sigma-2,mglcs_2_100_2_4.txt,2000,h7,52,0.8043,True
sigma-2,mglcs_2_100_2_4.txt,2000,h8,44,0.4944,True
sigma-2,mglcs_2_100_2_5.txt,2000,h1,70,0.9452,True
sigma-2,mglcs_2_100_2_5.txt,2000,h2,62,0.7636,True
sigma-2,mglcs_2_100_2_5.txt,2000,h3,68,0.9765,True
sigma-2,mglcs_2_100_2_5.txt,2000,h4,66,0.7600,True
sigma-2,mglcs_2_100_2_5.txt,2000,h5,62,1.2826,True
sigma-2,mglcs_2_100_2_5.txt,2000,h6,62,0.7738,True
sigma-2,mglcs_2_100_2_5.txt,2000,h7,62,0.7909,True
sigma-2,mglcs_2_100_2_5.txt,2000,h8,66,0.7194,True
sigma-2,mglcs_2_100_2_6.txt,2000,h1,74,0.9575,True
sigma-2,mglcs_2_100_2_6.txt,2000,h2,75,1.2467,True
sigma-2,mglcs_2_100_2_6.txt,2000,h3,69,1.0438,True
sigma-2,mglcs_2_100_2_6.txt,2000,h4,73,0.9865,True
sigma-2,mglcs_2_100_2_6.txt,2000,h5,75,2.0455,True
sigma-2,mglcs_2_100_2_6.txt,2000,h6,73,1.1091,True
sigma-2,mglcs_2_100_2_6.txt,2000,h7,75,1.3840,True
sigma-2,mglcs_2_100_2_6.txt,2000,h8,67,1.1347,True
sigma-2,mglcs_2_100_2_7.txt,2000,h1,55,0.1375,True
sigma-2,mglcs_2_100_2_7.txt,2000,h2,55,0.1469,True
sigma-2,mglcs_2_100_2_7.txt,2000,h3,55,0.1782,True
sigma-2,mglcs_2_100_2_7.txt,2000,h4,55,0.1661,True
sigma-2,mglcs_2_100_2_7.txt,2000,h5,55,0.2571,True
sigma-2,mglcs_2_100_2_7.txt,2000,h6,55,0.1540,True
sigma-2,mglcs_2_100_2_7.txt,2000,h7,55,0.1548,True
sigma-2,mglcs_2_100_2_7.txt,2000,h8,55,0.1673,True
sigma-2,mglcs_2_100_2_8.txt,2000,h1,74,0.2660,True
sigma-2,mglcs_2_100_2_8.txt,2000,h2,74,0.3155,True
sigma-2,mglcs_2_100_2_8.txt,2000,h3,74,0.2729,True
sigma-2,mglcs_2_100_2_8.txt,2000,h4,74,0.2974,True
sigma-2,mglcs_2_100_2_8.txt,2000,h5,74,0.4413,True
sigma-2,mglcs_2_100_2_8.txt,2000,h6,74,0.2603,True
sigma-2,mglcs_2_100_2_8.txt,2000,h7,74,0.2893,True
sigma-2,mglcs_2_100_2_8.txt,2000,h8,72,0.3345,True
sigma-2,mglcs_2_100_2_9.txt,2000,h1,62,0.0530,True
sigma-2,mglcs_2_100_2_9.txt,2000,h2,62,0.0582,True
sigma-2,mglcs_2_100_2_9.txt,2000,h3,62,0.0565,True
sigma-2,mglcs_2_100_2_9.txt,2000,h4,62,0.0582,True
sigma-2,mglcs_2_100_2_9.txt,2000,h5,62,0.0905,True
sigma-2,mglcs_2_100_2_9.txt,2000,h6,62,0.0563,True
sigma-2,mglcs_2_100_2_9.txt,2000,h7,62,0.0590,True
sigma-2,mglcs_2_100_2_9.txt,2000,h8,62,0.0656,True
sigma-2,mglcs_2_200_2_0.txt,2000,h1,92,3.2133,True
sigma-2,mglcs_2_200_2_0.txt,2000,h2,87,3.9568,True
sigma-2,mglcs_2_200_2_0.txt,2000,h3,88,3.1695,True
sigma-2,mglcs_2_200_2_0.txt,2000,h4,92,3.8491,True
sigma-2,mglcs_2_200_2_0.txt,2000,h5,93,6.2514,True
sigma-2,mglcs_2_200_2_0.txt,2000,h6,92,3.4374,True
sigma-2,mglcs_2_200_2_0.txt,2000,h7,87,4.0289,True
sigma-2,mglcs_2_200_2_0.txt,2000,h8,83,3.1636,True
sigma-2,mglcs_2_200_2_1.txt,2000,h1,108,3.2952,True
sigma-2,mglcs_2_200_2_1.txt,2000,h2,113,4.7245,True
sigma-2,mglcs_2_200_2_1.txt,2000,h3,107,4.0164,True
sigma-2,mglcs_2_200_2_1.txt,2000,h4,83,3.5847,True
sigma-2,mglcs_2_200_2_1.txt,2000,h5,113,6.6808,True
sigma-2,mglcs_2_200_2_1.txt,2000,h6,84,3.2219,True
sigma-2,mglcs_2_200_2_1.txt,2000,h7,113,4.9910,True
sigma-2,mglcs_2_200_2_1.txt,2000,h8,107,4.4925,True
sigma-2,mglcs_2_200_2_2.txt,2000,h1,94,3.8174,True
sigma-2,mglcs_2_200_2_2.txt,2000,h2,96,4.0995,True
sigma-2,mglcs_2_200_2_2.txt,2000,h3,83,3.2061,True
sigma-2,mglcs_2_200_2_2.txt,2000,h4,92,3.7585,True
sigma-2,mglcs_2_200_2_2.txt,2000,h5,96,6.7765,True
sigma-2,mglcs_2_200_2_2.txt,2000,h6,70,2.7157,True
sigma-2,mglcs_2_200_2_2.txt,2000,h7,96,4.3942,True
sigma-2,mglcs_2_200_2_2.txt,2000,h8,48,2.4175,True
sigma-2,mglcs_2_200_2_3.txt,2000,h1,144,3.7198,True
sigma-2,mglcs_2_200_2_3.txt,2000,h2,146,3.7962,True
sigma-2,mglcs_2_200_2_3.txt,2000,h3,134,3.6770,True
sigma-2,mglcs_2_200_2_3.txt,2000,h4,139,3.5178,True
sigma-2,mglcs_2_200_2_3.txt,2000,h5,147,6.2306,True
sigma-2,mglcs_2_200_2_3.txt,2000,h6,131,3.6690,True
sigma-2,mglcs_2_200_2_3.txt,2000,h7,146,3.9823,True
sigma-2,mglcs_2_200_2_3.txt,2000,h8,134,3.9204,True
sigma-2,mglcs_2_200_2_4.txt,2000,h1,153,4.9457,True
sigma-2,mglcs_2_200_2_4.txt,2000,h2,159,5.9061,True
sigma-2,mglcs_2_200_2_4.txt,2000,h3,123,4.1344,True
sigma-2,mglcs_2_200_2_4.txt,2000,h4,105,3.8921,True
sigma-2,mglcs_2_200_2_4.txt,2000,h5,159,8.7396,True
sigma-2,mglcs_2_200_2_4.txt,2000,h6,150,5.2373,True
sigma-2,mglcs_2_200_2_4.txt,2000,h7,160,5.9867,True
sigma-2,mglcs_2_200_2_4.txt,2000,h8,88,3.5145,True
sigma-2,mglcs_2_200_2_5.txt,2000,h1,136,3.6040,True
sigma-2,mglcs_2_200_2_5.txt,2000,h2,103,2.9253,True
sigma-2,mglcs_2_200_2_5.txt,2000,h3,131,3.7931,True
sigma-2,mglcs_2_200_2_5.txt,2000,h4,130,3.7255,True
sigma-2,mglcs_2_200_2_5.txt,2000,h5,103,5.9415,True
sigma-2,mglcs_2_200_2_5.txt,2000,h6,140,5.5465,True
sigma-2,mglcs_2_200_2_5.txt,2000,h7,103,3.1149,True
sigma-2,mglcs_2_200_2_5.txt,2000,h8,95,3.0327,True
sigma-2,mglcs_2_200_2_6.txt,2000,h1,135,4.3477,True
sigma-2,mglcs_2_200_2_6.txt,2000,h2,143,3.6161,True
sigma-2,mglcs_2_200_2_6.txt,2000,h3,137,4.1125,True
sigma-2,mglcs_2_200_2_6.txt,2000,h4,132,4.2679,True
sigma-2,mglcs_2_200_2_6.txt,2000,h5,143,6.2390,True
sigma-2,mglcs_2_200_2_6.txt,2000,h6,135,4.0085,True
sigma-2,mglcs_2_200_2_6.txt,2000,h7,104,3.2355,True
sigma-2,mglcs_2_200_2_6.txt,2000,h8,137,3.7503,True
